,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,target
10,0.61500925,0.5042985,0.61845785,0.48366356,0.6189938,0.48438746,0.59349084,0.44304988,0.6054799,0.44037575,0.5397113,0.42805943,0.5363901,0.41904506,0.64044297,0.34516737,0.6356379,0.3467718,0.72477716,0.2564329,0.69891393,0.2728824,0.3778965,0.6195925,0.37620708,0.6170337,0.5358043,0.722557,0.5352509,0.7189946,0.68293595,0.81088895,0.6567075,0.7877332,downdog
11,0.6455086,0.3915776,0.6495482,0.37461555,0.6505887,0.3759595,0.5987159,0.33891365,0.6043335,0.33569103,0.51742095,0.35185945,0.515067,0.3532574,0.650892,0.24878494,0.63542116,0.24628675,0.7368607,0.11837187,0.7061765,0.13631096,0.2503522,0.6012666,0.25292885,0.59736574,0.49971652,0.76847684,0.5043582,0.76843095,0.7041397,0.91612667,0.6970052,0.90858006,downdog
12,0.5596957,0.3268871,0.5602728,0.31235278,0.56421024,0.30834705,0.5152701,0.29432458,0.5117158,0.28146765,0.4557916,0.34785444,0.44036853,0.28843293,0.6109477,0.2830767,0.572844,0.2553427,0.72191566,0.18504062,0.67165434,0.1673128,0.25624913,0.55793476,0.26358753,0.5299548,0.45141324,0.6692395,0.46363172,0.6499625,0.6190083,0.7801528,0.61033386,0.75457025,downdog
13,0.6164275,0.38762054,0.6254183,0.3609398,0.62675714,0.36660624,0.58391345,0.3282482,0.5778503,0.3269977,0.49034476,0.3634886,0.48260006,0.35762936,0.66416156,0.28424084,0.62254524,0.28202423,0.7971274,0.15380134,0.71906674,0.18142077,0.21239069,0.62737167,0.21378365,0.62816346,0.49125656,0.7768402,0.49762806,0.7490029,0.7243422,0.899799,0.7143043,0.8464608,downdog
14,0.6571466,0.3892836,0.653617,0.37561995,0.6563826,0.37457943,0.6024388,0.3534522,0.60266006,0.35133848,0.5378448,0.3972723,0.53841203,0.39592797,0.65989757,0.29722014,0.6461619,0.29650876,0.7491064,0.16581008,0.7236656,0.18832473,0.2804942,0.591116,0.28503436,0.59295595,0.51241505,0.7447817,0.5115031,0.74219203,0.7070371,0.8880961,0.6822077,0.8697238,downdog
15,0.6990248,0.55471814,0.70296466,0.5740752,0.7045743,0.5746899,0.66754144,0.6110836,0.6686958,0.6103874,0.5834016,0.5849008,0.5923726,0.5741572,0.6817962,0.6727915,0.7244017,0.68639636,0.735506,0.7635709,0.79012084,0.79566926,0.31673005,0.3664672,0.3133853,0.35985273,0.5476785,0.22105366,0.54706454,0.2131603,0.73951197,0.09859453,0.7485155,0.059388094,downdog
16,0.5662064,0.35522744,0.55884564,0.3326499,0.564004,0.3334725,0.5073025,0.32635504,0.51312476,0.32601744,0.4642353,0.3835282,0.47705516,0.37242824,0.60364544,0.29318005,0.58562326,0.30276757,0.6936399,0.16533013,0.67029107,0.18460123,0.28821856,0.63038284,0.2962548,0.624249,0.50867,0.74288666,0.50343394,0.7440678,0.6797712,0.85522735,0.66688246,0.84085673,downdog
17,0.6156237,0.4330852,0.6203147,0.4157039,0.6222293,0.41635904,0.5871974,0.38770634,0.5919148,0.39029276,0.5301976,0.38873443,0.52536154,0.3929798,0.6369996,0.3156393,0.62446487,0.3198113,0.7088666,0.22120583,0.6839788,0.23304844,0.32394537,0.5680348,0.32498538,0.5678545,0.50968254,0.68207324,0.5139296,0.67963254,0.67187613,0.7986295,0.6604396,0.7754183,downdog
18,0.6620426,0.59741014,0.6622682,0.6192668,0.66677636,0.6191844,0.61593974,0.6590941,0.6175445,0.65753907,0.54842997,0.6504659,0.556864,0.63163596,0.65740114,0.7237365,0.7031459,0.7261702,0.7322068,0.8251982,0.8027689,0.8384509,0.30703482,0.3906259,0.31282493,0.3857571,0.5376577,0.22278742,0.5404999,0.22210984,0.7307937,0.11081707,0.7447436,0.08783641,downdog
19,0.6081811,0.3635895,0.61488515,0.34651682,0.6162799,0.34857833,0.57334745,0.30902648,0.5787555,0.30544177,0.5017595,0.32309783,0.4962718,0.31856772,0.63281214,0.23862424,0.6101767,0.2392464,0.7283701,0.12256193,0.68396777,0.15235119,0.26700115,0.5681829,0.2710655,0.5574561,0.48663718,0.708321,0.4925277,0.698939,0.68271995,0.8369543,0.6714925,0.80791616,downdog
20,0.5754758,0.3184368,0.5765912,0.29982173,0.5783427,0.3000353,0.52929664,0.2903461,0.5324693,0.29392794,0.47246075,0.33115184,0.47991824,0.32976666,0.6267656,0.26460028,0.60779095,0.2684077,0.73024523,0.15262452,0.7155592,0.17069928,0.30023614,0.54903966,0.31305796,0.54498386,0.47973287,0.6964659,0.49725983,0.6903862,0.66216207,0.855843,0.66815627,0.84367645,downdog
21,0.6865765,0.56378347,0.68441147,0.5780291,0.68734,0.57888114,0.63657576,0.604712,0.6353172,0.60414684,0.5649978,0.57798266,0.5617018,0.56825715,0.6709336,0.6896376,0.6853687,0.69273174,0.72694707,0.8110112,0.76354086,0.81535804,0.2790751,0.38765132,0.27656835,0.3749559,0.5155822,0.28904,0.51347256,0.27063125,0.7158104,0.23185031,0.7272458,0.20351908,downdog
22,0.63914895,0.52152944,0.6477195,0.5081481,0.64533746,0.5102875,0.61857665,0.46504158,0.62616825,0.46641,0.5542696,0.45802903,0.5485482,0.45223254,0.6641364,0.36655873,0.6487899,0.36716348,0.7376062,0.25865877,0.707248,0.26745272,0.34060353,0.66792953,0.34244785,0.66275215,0.53972423,0.77568257,0.5472081,0.7685784,0.7007334,0.8809147,0.68234885,0.85253847,downdog
23,0.6455086,0.3915776,0.6495482,0.37461555,0.6505887,0.3759595,0.5987159,0.33891365,0.6043335,0.33569103,0.51742095,0.35185945,0.515067,0.3532574,0.650892,0.24878494,0.63542116,0.24628675,0.7368607,0.11837187,0.7061765,0.13631096,0.2503522,0.6012666,0.25292885,0.59736574,0.49971652,0.76847684,0.5043582,0.76843095,0.7041397,0.91612667,0.6970052,0.90858006,downdog
24,0.72516894,0.46629843,0.7260777,0.45324093,0.7264225,0.45400918,0.6957041,0.42701373,0.6986701,0.4309557,0.6641342,0.43620634,0.65453887,0.43126783,0.7523531,0.3650033,0.7218137,0.36551428,0.8046303,0.28258342,0.7634729,0.29296717,0.4887415,0.604797,0.4879932,0.60498714,0.63827,0.7179472,0.6378478,0.7174944,0.76970625,0.80850166,0.7557825,0.79856896,downdog
25,0.67615414,0.48686072,0.68286246,0.46623236,0.68426776,0.47108412,0.6487137,0.4152243,0.6581447,0.41694677,0.5797946,0.4144312,0.5732097,0.41345423,0.7232336,0.31622967,0.700925,0.31445575,0.80600137,0.18119214,0.7644975,0.18811356,0.32343423,0.6255118,0.32977054,0.6202613,0.5555139,0.76370966,0.56053025,0.7610166,0.7498371,0.9131862,0.74236405,0.8899298,downdog
26,0.62642527,0.37573823,0.6209326,0.3609917,0.62188584,0.36142176,0.5909604,0.3591016,0.58875126,0.35762247,0.55288756,0.378559,0.55088055,0.37418604,0.6503198,0.3340239,0.63853115,0.33137095,0.7025148,0.27500582,0.6907284,0.28134876,0.43394837,0.54410833,0.43627676,0.5395322,0.5594497,0.63422227,0.563837,0.62229323,0.671055,0.70760345,0.67061424,0.7017107,downdog
27,0.5792085,0.4020962,0.57914674,0.38912582,0.5802034,0.39065015,0.55497587,0.3685636,0.55637693,0.3733378,0.5109641,0.38562748,0.50438225,0.38089785,0.58973026,0.30871823,0.5815529,0.30804124,0.65718186,0.21952766,0.64228463,0.22480194,0.33812374,0.5803983,0.3398187,0.5817909,0.49379295,0.671258,0.49653956,0.67553496,0.60330606,0.7606027,0.59960544,0.7530898,downdog
28,0.63136244,0.6486676,0.62952614,0.6674463,0.63148683,0.6691007,0.5836417,0.68765736,0.5832006,0.69343233,0.5247553,0.6474191,0.5269569,0.65145165,0.61836666,0.7046084,0.64712065,0.71491253,0.68763566,0.8043122,0.7242686,0.8163533,0.288201,0.4363,0.29193217,0.43624777,0.49781546,0.27841452,0.50322366,0.28187966,0.65953207,0.16453862,0.6713979,0.15117867,downdog
29,0.63468945,0.60605115,0.62604594,0.62259203,0.6269195,0.6204502,0.5804954,0.64133525,0.5773475,0.63717693,0.5340065,0.6112316,0.53155816,0.6073296,0.6531161,0.6792729,0.67616415,0.68728083,0.72871894,0.7646655,0.75598997,0.77498126,0.29677224,0.4270552,0.2986658,0.418645,0.52583724,0.30639654,0.5259463,0.30535707,0.7055043,0.20495233,0.7225639,0.18492848,downdog
30,0.66050977,0.46975255,0.6667346,0.446688,0.6676929,0.45157552,0.6312121,0.39924437,0.6355828,0.40310392,0.5672281,0.40809882,0.55828375,0.40906736,0.7022852,0.2930252,0.6650866,0.30063474,0.74970317,0.1504383,0.7136454,0.1676406,0.3080595,0.6369909,0.30704123,0.63521457,0.5318414,0.76777387,0.5263776,0.76778525,0.7272166,0.9122087,0.70486206,0.88067555,downdog
31,0.58771193,0.5547706,0.5991824,0.5470406,0.59441066,0.5806196,0.6015331,0.5426296,0.58623624,0.6080724,0.54481626,0.46634862,0.50245214,0.6109274,0.62166005,0.31115943,0.6319623,0.7076483,0.6673608,0.17690587,0.7409625,0.8496465,0.23552081,0.3399706,0.2133233,0.36089605,0.46676683,0.21319985,0.45387384,0.2043063,0.6580121,0.122140735,0.66469425,0.09979276,downdog
32,0.6990248,0.55471814,0.70296466,0.5740752,0.7045743,0.5746899,0.66754144,0.6110836,0.6686958,0.6103874,0.5834016,0.5849008,0.5923726,0.5741572,0.6817962,0.6727915,0.7244017,0.68639636,0.735506,0.7635709,0.79012084,0.79566926,0.31673005,0.3664672,0.3133853,0.35985273,0.5476785,0.22105366,0.54706454,0.2131603,0.73951197,0.09859453,0.7485155,0.059388094,downdog
33,0.6942527,0.5572318,0.7000426,0.57335865,0.69773376,0.5760734,0.6768884,0.60777795,0.6703237,0.6062567,0.6145879,0.59540296,0.61090153,0.5971252,0.70240736,0.64760244,0.7148458,0.65644526,0.7647623,0.7301713,0.78367734,0.7460362,0.42379913,0.41310465,0.42444938,0.40720248,0.6008729,0.31413776,0.60147965,0.30526736,0.74226654,0.2253304,0.7450258,0.19395813,downdog
34,0.5934314,0.4541328,0.59185565,0.43836975,0.59441173,0.4389394,0.5599846,0.42159373,0.5595746,0.42097002,0.52170885,0.4528758,0.5208981,0.4451825,0.6220364,0.3960725,0.6141554,0.40145284,0.70518696,0.3228783,0.690649,0.33842775,0.3642925,0.6227572,0.36366457,0.62523603,0.53716666,0.70828545,0.5372634,0.70639,0.6783597,0.7648717,0.67143977,0.75783277,downdog
35,0.6017022,0.39488113,0.604962,0.3725352,0.6044449,0.37381706,0.5673399,0.33184847,0.5686411,0.333278,0.49655145,0.35968286,0.4936788,0.3539431,0.63145465,0.24541007,0.5979998,0.25075462,0.7369389,0.14550185,0.67671937,0.1673247,0.2656831,0.6056495,0.26902857,0.59468216,0.48619914,0.7532232,0.48538098,0.74704784,0.6808568,0.90796936,0.6434698,0.8705472,downdog
36,0.64759517,0.37735415,0.6482806,0.3591436,0.6494075,0.36093193,0.6039938,0.3293715,0.6079817,0.33303073,0.5415694,0.34686708,0.54232544,0.34874266,0.6604254,0.26233137,0.643998,0.26739526,0.7211062,0.15154374,0.6990266,0.17237997,0.33859503,0.57380635,0.3383714,0.5767112,0.53522587,0.7176065,0.5356694,0.72003007,0.6947979,0.8409171,0.68121207,0.82849044,downdog
37,0.5249133,0.3582816,0.5309093,0.33901137,0.52414685,0.34467053,0.51155883,0.3217293,0.49359033,0.3306532,0.47743458,0.3405958,0.4318602,0.34981114,0.56766665,0.2967945,0.5060874,0.31097496,0.65584064,0.2194591,0.51130784,0.26798248,0.27701172,0.50673306,0.26301754,0.5103744,0.44925547,0.6065637,0.43548068,0.6032176,0.5854466,0.69225705,0.5546044,0.6823904,downdog
38,0.6898684,0.34551024,0.6895448,0.3354563,0.69166446,0.332315,0.6598899,0.31022733,0.6659549,0.3135394,0.5990188,0.32908458,0.614698,0.3358649,0.7270775,0.2605275,0.7202805,0.2609865,0.8046214,0.19093929,0.78286254,0.20267302,0.44701943,0.5361053,0.48886395,0.54554147,0.3383987,0.6893059,0.6229043,0.6436134,0.21660523,0.79470444,0.7601061,0.7322592,downdog
39,0.6164275,0.38762054,0.6254183,0.3609398,0.62675714,0.36660624,0.58391345,0.3282482,0.5778503,0.3269977,0.49034476,0.3634886,0.48260006,0.35762936,0.66416156,0.28424084,0.62254524,0.28202423,0.7971274,0.15380134,0.71906674,0.18142077,0.21239069,0.62737167,0.21378365,0.62816346,0.49125656,0.7768402,0.49762806,0.7490029,0.7243422,0.899799,0.7143043,0.8464608,downdog
40,0.6722271,0.42099792,0.6760453,0.4571236,0.6777591,0.4362429,0.63331646,0.49960762,0.63365626,0.4603377,0.5305197,0.5101599,0.5259634,0.39556015,0.6633071,0.6500455,0.70058244,0.4997861,0.7812189,0.86853355,0.83372045,0.7010875,0.21361053,0.3129894,0.2110546,0.19873428,0.51836616,0.19935453,0.47594166,0.11019485,0.71222353,0.11535211,0.70758307,0.10745032,downdog
41,0.7280347,0.3932429,0.74285,0.37325022,0.7424948,0.37313414,0.7211939,0.30783373,0.7260487,0.31050354,0.6336745,0.29974213,0.62502635,0.29795918,0.78964794,0.25847924,0.7640238,0.254596,0.9222762,0.17577551,0.8742807,0.18313658,0.4359021,0.55906343,0.44855362,0.53890324,0.6355492,0.725939,0.6592659,0.6853613,0.8293347,0.889269,0.8312578,0.79107726,downdog
42,0.73002094,0.6738894,0.73193395,0.69504446,0.73824966,0.68143004,0.689511,0.70455277,0.7127399,0.6766002,0.5669088,0.6932273,0.66861737,0.6167127,0.6925385,0.72753143,0.7359103,0.686207,0.77637434,0.8064598,0.8083546,0.7947295,0.3827164,0.50779384,0.45691308,0.4366358,0.23843643,0.4286704,0.58634657,0.28180125,0.048879214,0.41634187,0.74254596,0.23053978,downdog
43,0.64759517,0.37735415,0.6482806,0.3591436,0.6494075,0.36093193,0.6039938,0.3293715,0.6079817,0.33303073,0.5415694,0.34686708,0.54232544,0.34874266,0.6604254,0.26233137,0.643998,0.26739526,0.7211062,0.15154374,0.6990266,0.17237997,0.33859503,0.57380635,0.3383714,0.5767112,0.53522587,0.7176065,0.5356694,0.72003007,0.6947979,0.8409171,0.68121207,0.82849044,downdog
44,0.6439227,0.5447907,0.64703,0.5270918,0.64881384,0.5289213,0.62311804,0.49428758,0.6239312,0.49831307,0.5735465,0.50742435,0.55851895,0.49982306,0.6768295,0.45807,0.65756553,0.4647021,0.7727902,0.3915865,0.73749745,0.40094632,0.3815313,0.7235389,0.3840909,0.7227892,0.5701119,0.82290554,0.5786418,0.820259,0.7358944,0.90790933,0.73067164,0.9002802,downdog
45,0.7990829,0.41673693,0.7923157,0.40386498,0.7919766,0.40292785,0.75699043,0.3965928,0.7547715,0.39346856,0.72527087,0.43097028,0.71674794,0.41273302,0.82535994,0.37445867,0.8016927,0.375327,0.8904812,0.29164904,0.86229587,0.29480803,0.53670377,0.5863563,0.53686535,0.58480465,0.7179825,0.6789644,0.7206854,0.67563844,0.85188305,0.7379838,0.8443202,0.73455167,downdog
46,0.7990829,0.41673693,0.7923157,0.40386498,0.7919766,0.40292785,0.75699043,0.3965928,0.7547715,0.39346856,0.72527087,0.43097028,0.71674794,0.41273302,0.82535994,0.37445867,0.8016927,0.375327,0.8904812,0.29164904,0.86229587,0.29480803,0.53670377,0.5863563,0.53686535,0.58480465,0.7179825,0.6789644,0.7206854,0.67563844,0.85188305,0.7379838,0.8443202,0.73455167,downdog
47,0.64907825,0.42324483,0.64796764,0.40944216,0.64903367,0.40632737,0.59837925,0.39863825,0.5958956,0.39004457,0.5296824,0.43727982,0.5289932,0.4169968,0.65373707,0.31935126,0.6262188,0.3088644,0.7343528,0.20048109,0.69907945,0.2060267,0.2584461,0.6537505,0.2601117,0.6482159,0.4908204,0.7969746,0.4935699,0.7876896,0.6981618,0.8945574,0.67570037,0.8697934,downdog
48,0.64623123,0.6384655,0.6445627,0.66612554,0.64139736,0.6593552,0.5939037,0.6822393,0.59742284,0.67002654,0.5234697,0.6453011,0.5697587,0.62792647,0.6168244,0.7112063,0.69582766,0.71647274,0.64612174,0.79658693,0.79440534,0.8419702,0.28122967,0.39976984,0.2906647,0.39104724,0.52852285,0.2610035,0.545255,0.24324392,0.6955366,0.16250929,0.7426886,0.09124639,downdog
49,0.66050977,0.46975255,0.6667346,0.446688,0.6676929,0.45157552,0.6312121,0.39924437,0.6355828,0.40310392,0.5672281,0.40809882,0.55828375,0.40906736,0.7022852,0.2930252,0.6650866,0.30063474,0.74970317,0.1504383,0.7136454,0.1676406,0.3080595,0.6369909,0.30704123,0.63521457,0.5318414,0.76777387,0.5263776,0.76778525,0.7272166,0.9122087,0.70486206,0.88067555,downdog
50,0.5827191,0.35830387,0.5878499,0.33893478,0.58741677,0.3439328,0.55020297,0.31106156,0.5527908,0.31978646,0.4877723,0.33489388,0.4842956,0.34460732,0.5945004,0.24025635,0.5632925,0.24750641,0.6526494,0.10911761,0.6094935,0.15919858,0.2987647,0.5499169,0.3031317,0.5517409,0.4645393,0.6848611,0.46653602,0.68084997,0.61173326,0.82887065,0.601243,0.79942095,downdog
51,0.66538507,0.53883356,0.6713931,0.55586904,0.6718285,0.55576324,0.64437175,0.60474664,0.64211416,0.5977063,0.56959105,0.6110766,0.5695956,0.59843504,0.65815544,0.69755596,0.6825718,0.7002617,0.7276547,0.79703134,0.7578837,0.80547166,0.3182268,0.41530812,0.32067165,0.4088622,0.5330712,0.30108473,0.5325371,0.3019717,0.6937791,0.19519304,0.7024233,0.1821907,downdog
52,0.6163696,0.38385618,0.6165657,0.3720994,0.6209488,0.36689585,0.570216,0.36364108,0.56724626,0.34512565,0.5255839,0.42658037,0.492738,0.33961892,0.6572984,0.3160617,0.60424405,0.274643,0.7466527,0.19284783,0.6787619,0.16533215,0.26036292,0.64812595,0.2669349,0.59688497,0.46764132,0.7734798,0.4810165,0.7126241,0.6578587,0.86584395,0.64589936,0.79919785,downdog
53,0.591153,0.4704461,0.5940257,0.45512423,0.59671474,0.45179483,0.5559071,0.4125844,0.56624115,0.41827485,0.48894715,0.38925397,0.49266535,0.4110577,0.6436649,0.31028613,0.63308084,0.31791705,0.75937027,0.20469938,0.73393154,0.22893474,0.3166988,0.6017757,0.31709933,0.608895,0.52159494,0.7173517,0.523195,0.7132236,0.7242471,0.835189,0.7174376,0.80114526,downdog
54,0.5249133,0.3582816,0.5309093,0.33901137,0.52414685,0.34467053,0.51155883,0.3217293,0.49359033,0.3306532,0.47743458,0.3405958,0.4318602,0.34981114,0.56766665,0.2967945,0.5060874,0.31097496,0.65584064,0.2194591,0.51130784,0.26798248,0.27701172,0.50673306,0.26301754,0.5103744,0.44925547,0.6065637,0.43548068,0.6032176,0.5854466,0.69225705,0.5546044,0.6823904,downdog
55,0.60245895,0.43545157,0.60208774,0.4289543,0.59783506,0.4167089,0.5627529,0.43180668,0.5571021,0.39915133,0.5298399,0.48471045,0.50809,0.4007243,0.6427244,0.40488276,0.59345484,0.35333967,0.71239275,0.30680627,0.6775522,0.26169634,0.31867743,0.6613839,0.32754558,0.62017924,0.48325926,0.7773995,0.49671102,0.721295,0.6332997,0.85844994,0.6314924,0.79095113,downdog
56,0.6017022,0.39488113,0.604962,0.3725352,0.6044449,0.37381706,0.5673399,0.33184847,0.5686411,0.333278,0.49655145,0.35968286,0.4936788,0.3539431,0.63145465,0.24541007,0.5979998,0.25075462,0.7369389,0.14550185,0.67671937,0.1673247,0.2656831,0.6056495,0.26902857,0.59468216,0.48619914,0.7532232,0.48538098,0.74704784,0.6808568,0.90796936,0.6434698,0.8705472,downdog
57,0.6723968,0.41592997,0.68063724,0.40635186,0.6838269,0.39650697,0.6518445,0.39934295,0.64744085,0.3600489,0.5782896,0.46671602,0.5536659,0.34423825,0.6442664,0.66900253,0.6449441,0.25411296,0.6981758,0.8215529,0.75777596,0.14134185,0.29557365,0.6234961,0.30192766,0.5932985,0.5453833,0.7798819,0.528124,0.7640976,0.765541,0.9212782,0.72700584,0.8704642,downdog
58,0.71851635,0.49686855,0.70653313,0.5060445,0.7090048,0.49835378,0.6848545,0.48926157,0.6822137,0.47737905,0.67923176,0.44132864,0.699347,0.42443657,0.70377433,0.51697916,0.73911405,0.51016355,0.7174182,0.5263597,0.7284528,0.5031577,0.67567027,0.2465413,0.70154357,0.23482692,0.7043208,0.44019163,0.7292294,0.42448077,0.7301485,0.3446669,0.72982043,0.3573178,downdog
59,0.6116943,0.44283032,0.6190443,0.43162,0.6185417,0.43408704,0.5810571,0.39446557,0.58503866,0.3977058,0.5212914,0.397019,0.5170675,0.39802092,0.6312982,0.30709207,0.60435,0.30997878,0.68575114,0.20463048,0.6512059,0.22885272,0.30150807,0.5723485,0.29775804,0.5697207,0.4922409,0.7023646,0.49366844,0.6981901,0.6415967,0.8017301,0.6324557,0.790569,downdog
60,0.5989262,0.5615309,0.6019091,0.57587504,0.6024556,0.5746746,0.57486844,0.6059961,0.56846875,0.60395956,0.5089019,0.5855106,0.5057486,0.5793121,0.60022676,0.6341131,0.62605786,0.6425384,0.6684572,0.72711605,0.6837768,0.7340766,0.30650383,0.38930553,0.3058079,0.3807858,0.4843241,0.2766229,0.4883976,0.26798323,0.6438456,0.17642604,0.6506937,0.16515046,downdog
61,0.61500925,0.5042985,0.61845785,0.48366356,0.6189938,0.48438746,0.59349084,0.44304988,0.6054799,0.44037575,0.5397113,0.42805943,0.5363901,0.41904506,0.64044297,0.34516737,0.6356379,0.3467718,0.72477716,0.2564329,0.69891393,0.2728824,0.3778965,0.6195925,0.37620708,0.6170337,0.5358043,0.722557,0.5352509,0.7189946,0.68293595,0.81088895,0.6567075,0.7877332,downdog
62,0.5662064,0.35522744,0.55884564,0.3326499,0.564004,0.3334725,0.5073025,0.32635504,0.51312476,0.32601744,0.4642353,0.3835282,0.47705516,0.37242824,0.60364544,0.29318005,0.58562326,0.30276757,0.6936399,0.16533013,0.67029107,0.18460123,0.28821856,0.63038284,0.2962548,0.624249,0.50867,0.74288666,0.50343394,0.7440678,0.6797712,0.85522735,0.66688246,0.84085673,downdog
63,0.6176964,0.368968,0.6131413,0.36052936,0.6111648,0.36004624,0.59802455,0.37204605,0.59513724,0.37041157,0.5954704,0.39755803,0.5932789,0.3938558,0.6896305,0.33423263,0.67329633,0.35083455,0.72056437,0.30681342,0.7194725,0.30517024,0.47984254,0.53843194,0.48283932,0.5455942,0.5898781,0.6133425,0.59482527,0.6208504,0.6693713,0.681662,0.6753783,0.6832072,downdog
